user_id,username,score,question,timestamp
784030261,notyourpuddinn,5,siapa itu black panther,2025-08-10T20:12:31.947924
784030261,notyourpuddinn,5,groot lahir di planet apa,2025-08-10T20:14:58.654000
784030261,notyourpuddinn,5,Apakah dracula pernah mencoba menundukkan t'challa,2025-08-11T23:51:51.075461
784030261,notyourpuddinn,5,Ayah dari symbiote venom,2025-08-13T23:30:46.267593
784030261,notyourpuddinn,5,Ayah dari venom,2025-08-13T23:30:47.139320
784030261,notyourpuddinn,5,Apakah venom pernah menggunakan kekuatan phoenix,2025-08-13T23:32:54.459788
784030261,notyourpuddinn,5,Apa saja peran para anggota fantastic four di season 1,2025-08-24T05:38:47.393135
